Speed / Cell,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
?,0.743861128,9.514594006,0.533784954,0.380708867,0.232028149,1.889144403,10.28166736,1.183811548,0.564372002,1.935795764,1.406495153,0.861685795,1.160262627,1.910846005,1.644008825,1.195916757,12.46089227,1.055412598,0.484367232,11.85114826
