0.184,2.88101841150472
0.211,4.26954076094458
0.358,5.35563727607035
0.543,2.08792279033479
0.924,2.45920896314224
1.56,3.04879806763294
1.697,3.64578468650965
1.702,3.90353382568497
2.215,4.53986870051593
2.437,3.02880690736671
2.574,3.64796912776222
2.76,0.401822924640683
3.064,3.04449107442682
3.203,3.77505611858491
3.572,3.52227014075768
3.601,4.96787724755029
3.685,2.92059622714596
3.815,3.20486123207014
3.823,3.58114524020699
4.551,2.48497958386895
4.931,2.70486017857984
4.934,2.86067638501017
5.071,3.44691934638232
5.172,2.24767884736085
5.188,3.02709908535312
5.961,4.19382660943719
6.165,1.80627791645762
6.303,2.50799078043453
6.694,3.22886582858087
6.708,3.95392621671903
6.81,2.7893172925166
6.821,3.33418825003643
6.904,1.19365050577417
6.981,5.0124742656616
7.455,3.71554118725884
7.663,1.60011512374201
7.718,4.39416880497846
7.829,3.74228887923327
8.086,4.11314946191249
8.56,2.74872917220202
8.61,5.2334568395361
8.657,1.31777435303838
8.696,3.29449757857316
8.703,3.65559507413071
8.704,3.70107994719525
9.213,4.11381895899959
9.421,1.96406706684876
9.811,2.69993606069549
9.935,2.6352226899315
9.942,2.97423275451589
10.201,3.33695669222741
10.463,3.88772570286704
10.545,1.68776528904007
10.698,3.14936573630269
10.705,3.49481462793381
10.95,3.28613065409089
11.446,2.99693502279455
11.536,1.26877416811985
11.604,4.68562648082522
11.711,3.71853455016964
11.95,3.12130401936533
11.952,3.21204645733101
11.963,3.75050718550576
12.049,1.83943340747203
12.238,5.01538094347209
12.666,1.41451815244
12.705,3.36469786746444
12.84,3.81104556568947
12.934,2.25470935590359
13.194,2.64824730235845
13.339,3.69312542066929
13.677,1.7496239335099
13.84,3.6542064877879
13.865,4.9215579768567
13.873,5.31667742456629
13.879,5.62054015508913
14.066,2.40627147657233
14.082,3.21514473593766
14.222,3.93529991298235
14.467,3.6905899565408
14.58,3.1044460108192
14.88,5.57401722855103
15.435,2.11175852356927
15.618,4.96494972949935
16.004,5.56754774998742
16.071,2.66552119507264
16.085,3.35308324333312
16.089,3.56199597800719
16.092,3.70379856846534
16.413,1.04539958660683
16.715,3.5510785048673
16.82,2.52919964459919
17.126,5.2528382420316
17.181,1.71853112618115
17.54,0.950599684560274
17.683,1.95600034490969
17.9,0.255395755033327
18.026,0.354184805778232
18.082,3.1905902702066
18.163,0.945197693320075
18.296,1.40195393218831
18.303,1.76081224444552
18.466,3.68869464884624
18.608,4.63875256743873
18.638,6.1433241124237
18.851,4.29360613926279
19.813,2.45674937222422
19.956,3.3649772466862
20.073,2.98426247135444
20.113,5.02355180020265
20.6,4.28529891468807
20.806,2.07892819334675
21.075,3.1240279384329
21.313,2.48500673036052
21.458,3.52360916018733
22.071,2.92392135963121
22.215,3.90204483406692
22.329,3.33430955948786
22.343,4.03660722092475
22.61,4.99162304544828
22.729,4.69119814142392
22.95,3.28470338387088
23.198,3.21291285495787
23.426,2.11049347265008
23.711,3.99934808918017
24.174,2.13665555244322
24.781,1.28571992569015
25.011,0.280109178964324
25.199,3.47389522620782
25.297,2.16067536485072
25.308,2.71974085904368
25.455,3.85863637602778
26.196,3.44237215914277
26.454,3.89996967556026
26.539,1.9094441577661
26.689,3.18307085263633
26.804,2.68850236675642
26.836,4.32258041271528
26.844,4.721030056716
26.847,4.87633017178403
26.937,3.08106195672118
26.965,4.4679368058864
27.142,0.809145009009775
27.201,3.7394545815445
27.464,4.4443135456828
27.611,5.57887734962773
27.667,2.09826679305031
27.709,4.21335193619263
27.947,3.64221475103775
28.037,1.89444746420463
28.236,5.7134779398077
28.79,2.21854962850794
28.811,3.27979478970597
28.892,1.0363984522913
29.129,0.323808415906605
29.476,5.27399285125966
30.07,3.4537129416218
30.169,2.18055511635053
31.265,0.732724280443463
